nom,prix,devise,supermarche,categorie,categorie_description,zone
Mixte de fruits de mer pack 1.5kg,29.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Mixte de fruits de mer pack 1.5kg,27.6,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Boumisks poulpe petit calibre ,33.3,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Tentacules de poulpe,63.25,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Poulpe entier congelé,57.5,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Chevrettes décortiquées,36.2,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Crevettes de moyen calibre décortiquées,50.6,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Crevettes gros calibres décortiquées,52.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Crevettes gros calibres,49.4,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Crevettes moyen calibre,40.25,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Seiche nettoyée moyen calibre,39.5,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Seiche nettoyée gros calibre,44.8,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Calamar moyen noir,62.2,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Calamar gros noir,64.4,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Calamar nettoyé entier,66.7,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Figurines de merlan pannées,14.98,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Moules décoquillées,10.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Chaire de Bigorneau marinée ,12.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Croquettes de poulpe,26.8,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Moules décortiquées,26.5,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Bâtonnets de crabes congelés,10.38,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Surimi de crabes en morceaux surgelés,11.28,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Filets de poissons panés,16.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Crevettes panées,13.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Crevettes panées surgelés,25.39,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Crevettes entières,16.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Anneaux de calamars panés,11.55,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Crevettes décortiquées,7.29,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Calamars nettoyés surgelés,29.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Crevettes décortiquées congelées ,55.0,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Anneaux de calamars pannés congelés,18.18,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Filet de merlan pané,15.79,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Poulpe congelé en tranche,31.6,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Seiche nettoyée et congelée,26.5,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Calamar congelé,27.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Fruits de mer,15.8,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Anneaux de calamars congelés FAKAM,8.39,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Salade de fruits de mer,19.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Crevettes décortiquées,18.79,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Calamar entier nettoyé,27.79,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Anneaux de calamars,23.86,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Tubes de calamars,24.98,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Crevettes royales,34.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Crevettes pannées,18.28,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Salade de fuits de mer,15.63,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Filet de pangasius,21.41,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Poisson pané,17.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Chevrettes décortiquées congelées,24.99,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Filets de poisson surgelés,26.69,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Anneaux de calamars panés,21.9,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Poisson pané,25.29,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Crevettes décortiquées,16.28,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Bâtonnets de poisson,15.58,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
Anneaux de calamars,25.79,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Tunis
Anneaux de calamars panés,25.79,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Sousse
Crevettes décortiquées,10.89,TND,Carrefour,Viandes et Poissons,Produits frais,Carrefour Ariana
