nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Pain au chocolat,3,Boulangerie,1.200,,,,,Carrefour,Sfax
Pain aux raisins,3,Boulangerie,1.400,,,,,Carrefour,Sfax
Brioche nature,3,Boulangerie,2.500,,,,,Carrefour,Sfax
Brioche au sucre,3,Boulangerie,2.800,,,,,Carrefour,Sfax
Brioche chocolat,3,Boulangerie,3.200,,,,,Carrefour,Sfax
Brioche tressée,3,Boulangerie,3.500,,,,,Carrefour,Sfax
Brioche fourrée,3,Boulangerie,3.800,,,,,Carrefour,Sfax
Cake nature,3,Boulangerie,4.500,,,,,Carrefour,Sfax
Cake chocolat,3,Boulangerie,5.200,,,,,Carrefour,Sfax
Cake marbré,3,Boulangerie,5.500,,,,,Carrefour,Sfax
Cake citron,3,Boulangerie,4.800,,,,,Carrefour,Sfax
Cake fruits,3,Boulangerie,5.900,,,,,Carrefour,Sfax
Madeleine nature,3,Boulangerie,3.200,,,,,Carrefour,Sfax
Madeleine chocolat,3,Boulangerie,3.800,,,,,Carrefour,Sfax
Donut sucre,3,Boulangerie,2.500,,,,,Carrefour,Sfax
Donut chocolat,3,Boulangerie,2.800,,,,,Carrefour,Sfax
Donut fraise,3,Boulangerie,2.900,,,,,Carrefour,Sfax
Beignet nature,3,Boulangerie,2.200,,,,,Carrefour,Sfax
Beignet chocolat,3,Boulangerie,2.600,,,,,Carrefour,Sfax
Beignet crème,3,Boulangerie,2.700,,,,,Carrefour,Sfax
Tarte aux pommes,3,Boulangerie,6.500,,,,,Carrefour,Sfax
Tarte aux fraises,3,Boulangerie,7.200,,,,,Carrefour,Sfax
Tarte citron,3,Boulangerie,6.800,,,,,Carrefour,Sfax
Tarte chocolat,3,Boulangerie,7.500,,,,,Carrefour,Sfax
Tarte aux amandes,3,Boulangerie,7.900,,,,,Carrefour,Sfax
Éclair chocolat,3,Boulangerie,2.800,,,,,Carrefour,Sfax
Éclair café,3,Boulangerie,2.900,,,,,Carrefour,Sfax
Éclair vanille,3,Boulangerie,2.700,,,,,Carrefour,Sfax
Mille-feuille,3,Boulangerie,3.500,,,,,Carrefour,Sfax
Religieuse chocolat,3,Boulangerie,3.800,,,,,Carrefour,Sfax
Paris-brest,3,Boulangerie,4.200,,,,,Carrefour,Sfax
Chausson aux pommes,3,Boulangerie,1.900,,,,,Carrefour,Sfax
Palmier,3,Boulangerie,1.800,,,,,Carrefour,Sfax
Sablé,3,Boulangerie,2.200,,,,,Carrefour,Sfax
Cookies chocolat,3,Boulangerie,2.500,,,,,Carrefour,Sfax
Cookies noix,3,Boulangerie,2.700,,,,,Carrefour,Sfax
Cookies raisins,3,Boulangerie,2.600,,,,,Carrefour,Sfax
Biscuits secs,3,Boulangerie,3.200,,,,,Carrefour,Sfax
Gâteau au chocolat,3,Boulangerie,12.500,,,,,Carrefour,Sfax
Gâteau vanille,3,Boulangerie,11.800,,,,,Carrefour,Sfax
Gâteau fraise,3,Boulangerie,13.200,,,,,Carrefour,Sfax
Gâteau anniversaire,3,Boulangerie,18.000,,,,,Carrefour,Sfax
Mini pizza,3,Boulangerie,1.500,,,,,Carrefour,Sfax
Mini sandwich,3,Boulangerie,2.000,,,,,Carrefour,Sfax
Feuilleté fromage,3,Boulangerie,1.800,,,,,Carrefour,Sfax
Feuilleté viande,3,Boulangerie,2.200,,,,,Carrefour,Sfax
Feuilleté poulet,3,Boulangerie,2.100,,,,,Carrefour,Sfax
Quiche lorraine,3,Boulangerie,4.500,,,,,Carrefour,Sfax
Quiche fromage,3,Boulangerie,4.200,,,,,Carrefour,Sfax
Quiche légumes,3,Boulangerie,4.000,,,,,Carrefour,Sfax
Pizza marguerita,3,Boulangerie,5.500,,,,,Carrefour,Sfax
Pizza thon,3,Boulangerie,6.200,,,,,Carrefour,Sfax
Pizza poulet,3,Boulangerie,6.800,,,,,Carrefour,Sfax
Focaccia,3,Boulangerie,3.900,,,,,Carrefour,Sfax
Pain focaccia olives,3,Boulangerie,4.200,,,,,Carrefour,Sfax
Eau minérale Délice 1L,5,Épicerie,0.700,,,,,Carrefour,Tunis
Eau minérale GARCI 1L,5,Épicerie,0.620,,,,,Carrefour,Tunis
Eau gazéifiée GARCI 0.5L,5,Épicerie,0.480,,,,,Carrefour,Tunis
Eau minérale SAFIA 1.5L,5,Épicerie,0.720,,,,,Carrefour,Tunis
Eau gazéifiée JEKTISS 0.5L,5,Épicerie,0.450,,,,,Carrefour,Tunis
Eau Gazéifiée JEKTISS 1L,5,Épicerie,0.670,,,,,Carrefour,Tunis
Eau minérale AQUALINE 2L,5,Épicerie,0.760,,,,,Carrefour,Tunis
Eau minérale AQUALINE 0.5L,5,Épicerie,0.400,,,,,Carrefour,Tunis
Eau minérale BARGOU 1.5L,5,Épicerie,0.610,,,,,Carrefour,Tunis
Eau minérale AQUALINE 1.5L,5,Épicerie,0.660,,,,,Carrefour,Tunis
Eau minérale CRISTALINE 1.5L,5,Épicerie,0.640,,,,,Carrefour,Tunis
Eau minérale CRISTALINE 0.5L,5,Épicerie,0.420,,,,,Carrefour,Tunis
Eau minérale DIMA 1.5L,5,Épicerie,0.660,,,,,Carrefour,Tunis
Eau minérale DIMA 0.5L,5,Épicerie,0.450,,,,,Carrefour,Tunis
Eau minérale DIMA 2L,5,Épicerie,0.750,,,,,Carrefour,Tunis
Eau minérale FOURAT 2L,5,Épicerie,0.890,,,,,Carrefour,Tunis
Eau minérale FOURAT 0.5L,5,Épicerie,0.360,,,,,Carrefour,Tunis
Eau minérale MARWA 0.5L,5,Épicerie,0.410,,,,,Carrefour,Tunis
Eau minérale JEKTISS 1L,5,Épicerie,0.610,,,,,Carrefour,Tunis
Eau minérale MARWA 1.5L,5,Épicerie,0.640,,,,,Carrefour,Tunis
Eau minérale MELLITI 1.5L,5,Épicerie,0.640,,,,,Carrefour,Tunis
Eau minérale MELLITI 0.5L,5,Épicerie,0.420,,,,,Carrefour,Tunis
Eau minérale PALMA 0.5L,5,Épicerie,0.500,,,,,Carrefour,Tunis
Eau minérale PALMA 1.5L,5,Épicerie,0.750,,,,,Carrefour,Tunis
Eau minérale PRISTINE 0.5L,5,Épicerie,0.430,,,,,Carrefour,Tunis
Eau minérale PRISTINE 1.5L,5,Épicerie,0.640,,,,,Carrefour,Tunis
Eau minérale PRIMAQUA 6L,5,Épicerie,0.390,,,,,Carrefour,Tunis
Eau minérale SABRINE 1.5L,5,Épicerie,0.700,,,,,Carrefour,Tunis
Eau minérale TIJEN 1.5L,5,Épicerie,0.710,,,,,Carrefour,Tunis
Eau minérale TIJEN 0.5L,5,Épicerie,0.460,,,,,Carrefour,Tunis

Boisson au jus tropical Fruzzy,5,Épicerie,0.580,,Carrefour,Tunis
Boisson au jus d'ananas,5,Épicerie,0.930,,Carrefour,Tunis
Boisson au jus nectar d'orange,5,Épicerie,3.420,,Carrefour,Tunis
Boisson au jus nectar d'ananas,5,Épicerie,3.420,,Carrefour,Tunis
Boisson au jus pinacolada,5,Épicerie,1.270,,Carrefour,Tunis
Boisson au jus Bravo,5,Épicerie,9.700,,Carrefour,Tunis
Boisson au jus orange,5,Épicerie,0.890,,Carrefour,Tunis
Boisson au jus cocktail,5,Épicerie,0.890,,Carrefour,Tunis
Boisson au jus Energy Cocktail,5,Épicerie,1.200,,Carrefour,Tunis
Boisson au jus orange,5,Épicerie,3.200,,Carrefour,Tunis
Boisson au jus cocktail de fruits,5,Épicerie,3.200,,Carrefour,Tunis
Boisson au jus tropical Bnino,5,Épicerie,3.290,,Carrefour,Tunis
Boisson au jus de mangue,5,Épicerie,3.200,,Carrefour,Tunis
Boisson au jus multi-vitaminée,5,Épicerie,0.900,,Carrefour,Tunis
Boisson au jus cocktail de fruits,5,Épicerie,3.000,,Carrefour,Tunis
Boisson instantanée ananas,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée fraise,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée pêche,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée cocktail de fruits,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée mangue,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée orange,5,Épicerie,0.850,,Carrefour,Tunis
Boisson instantanée citron,5,Épicerie,0.850,,Carrefour,Tunis
Boisson au jus de pêche,5,Épicerie,4.950,,Carrefour,Tunis
Boisson au jus limonade,5,Épicerie,3.190,,Carrefour,Tunis
Jus de fraise,5,Épicerie,7.700,,Carrefour,Tunis
Mojito classic frais,5,Épicerie,5.700,,Carrefour,Tunis
Sirop de pistache,5,Épicerie,32.990,,Carrefour,Tunis
Boisson concentrée au goût de citron amande,5,Épicerie,24.390,,Carrefour,Tunis
Boisson concentrée au goût de fruits,5,Épicerie,11.090,,Carrefour,Tunis
Boisson concentré au goût d'orange,5,Épicerie,11.090,,Carrefour,Tunis
Sirop de menthe,5,Épicerie,21.390,,Carrefour,Tunis
Boisson au jus menthe citron,5,Épicerie,2.990,,Carrefour,Tunis
Boisson au jus pomme,5,Épicerie,2.990,,Carrefour,Tunis
Boisson au jus orange,5,Épicerie,2.990,,Carrefour,Tunis
Le lot de 5 Pains burger nature,3,Boulangerie,3.500,,0,,,Carrefour,Tunis
Le lot de 2 Pains Burger complet multi-graines,3,Boulangerie,1.430,,0,,,Carrefour,Tunis
Pain oriental,3,Boulangerie,2.400,,0,,,Carrefour,Tunis
Pain semoule,3,Boulangerie,0.750,,0,,,Carrefour,Tunis
Pain complet,3,Boulangerie,1.050,,0,,,Carrefour,Tunis
Pain flûte,3,Boulangerie,0.750,,0,,,Carrefour,Tunis
Pain libanais,3,Boulangerie,1.555,,0,,,Carrefour,Tunis
Pain chawarma,3,Boulangerie,1.555,,0,,,Carrefour,Tunis
Pain hamburger,3,Boulangerie,2.500,,0,,,Carrefour,Tunis
Pain sandwich,3,Boulangerie,2.790,,0,,,Carrefour,Tunis
Pain chawarma,3,Boulangerie,2.290,,0,,,Carrefour,Tunis
Pain précuit,3,Boulangerie,2.100,,0,,,Carrefour,Tunis
Pain Pavé,3,Boulangerie,1.100,,0,,,Carrefour,Tunis
Pain chawarma,3,Boulangerie,3.800,,0,,,Carrefour,Tunis
Pain au chocolat pur beurre,3,Boulangerie,8.700,,0,,,Carrefour,Tunis
Pain au chocolat,3,Boulangerie,3.500,,0,,,Carrefour,Tunis
Petit pain complet,3,Boulangerie,2.350,,0,,,Carrefour,Tunis
Pain burger nature,3,Boulangerie,2.500,,0,,,Carrefour,Tunis
Pain oriental complet,3,Boulangerie,2.400,,0,,,Carrefour,Tunis
Pain libanais 15cm,3,Boulangerie,1.300,,0,,,Carrefour,Tunis
Pain de campagne,3,Boulangerie,1.500,,0,,,Carrefour,Tunis
Pain libanais 28cm,3,Boulangerie,2.500,,0,,,Carrefour,Tunis
Pain sans sel,3,Boulangerie,0.750,,0,,,Carrefour,Tunis
Panier à pain,3,Boulangerie,14.800,,0,,,Carrefour,Tunis
Pain aux céréales,3,Boulangerie,1.600,,0,,,Carrefour,Tunis
Pain complet intégral,3,Boulangerie,1.400,,0,,,Carrefour,Tunis
Pain chawarma nature,3,Boulangerie,3.990,,0,,,Carrefour,Tunis
Pain panini précuit,3,Boulangerie,1.700,,0,,,Carrefour,Tunis
Pain libanais nature,3,Boulangerie,1.820,,0,,,Carrefour,Tunis
Pain à l'ancienne,3,Boulangerie,3.500,,0,,,Carrefour,Tunis
Chapelure,3,Boulangerie,0.800,,,,,Carrefour,Tunis
Baguette aux oignons et olives,3,Boulangerie,0.850,,,,,Carrefour,Tunis
Pain aux céréales,3,Boulangerie,1.000,,,,,Carrefour,Tunis
Chapelure dorée,3,Boulangerie,1.050,,,,,Carrefour,Tunis
Croûtons fait maison,3,Boulangerie,1.490,,,,,Carrefour,Tunis
Pain libanais,3,Boulangerie,1.550,,,,,Carrefour,Tunis
Hamburger,3,Boulangerie,2.000,,,,,Carrefour,Tunis
Pain de mie,3,Boulangerie,2.200,,,,,Carrefour,Tunis
Pain libanais complet,3,Boulangerie,2.250,,,,,Carrefour,Tunis
Pain Hamburger,3,Boulangerie,2.630,,,,,Carrefour,Tunis
Pain de mie,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Pain de campagne,3,Boulangerie,2.520,,,,,Carrefour,Tunis
Petit pain complet,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Pain chawarma nature,3,Boulangerie,3.990,,,,,Carrefour,Tunis
Pain panini précuit,3,Boulangerie,1.700,,,,,Carrefour,Tunis
Pain à l'ancienne,3,Boulangerie,3.500,,,,,Carrefour,Tunis
Pain complet intégral,3,Boulangerie,1.400,,,,,Carrefour,Tunis
Pain brioché,3,Boulangerie,2.800,,,,,Carrefour,Tunis
Croissant chocolat,3,Boulangerie,1.900,,,,,Carrefour,Tunis
Pain au chocolat viennois,3,Boulangerie,3.000,,,,,Carrefour,Tunis
Pain au chocolat complet,3,Boulangerie,3.100,,,,,Carrefour,Tunis
Pain aux noix,3,Boulangerie,2.150,,,,,Carrefour,Tunis
Baguette tradition,3,Boulangerie,1.200,,,,,Carrefour,Tunis
Pain aux raisins,3,Boulangerie,1.950,,,,,Carrefour,Tunis
Croissant nature,3,Boulangerie,1.750,,,,,Carrefour,Tunis
Pain de seigle,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Pain au lait,3,Boulangerie,1.900,,,,,Carrefour,Tunis
Baguette campagne,3,Boulangerie,1.500,,,,,Carrefour,Tunis
Pain aux graines,3,Boulangerie,2.400,,,,,Carrefour,Tunis
Pain burger complet,3,Boulangerie,2.500,,,,,Carrefour,Tunis
Pain viennois,3,Boulangerie,2.100,,,,,Carrefour,Tunis
Pain brioché aux pépites,3,Boulangerie,2.800,,,,,Carrefour,Tunis
Pain au chocolat mini,3,Boulangerie,1.650,,,,,Carrefour,Tunis
Pain aux olives,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Pain hamburger complet,3,Boulangerie,2.600,,,,,Carrefour,Tunis
Baguette au levain,3,Boulangerie,1.450,,,,,Carrefour,Tunis
Pain campagnard,3,Boulangerie,2.700,,,,,Carrefour,Tunis
Pain intégral,3,Boulangerie,2.250,,,,,Carrefour,Tunis
Croissant aux amandes,3,Boulangerie,2.000,,,,,Carrefour,Tunis
Pain sandwich,3,Boulangerie,2.150,,,,,Carrefour,Tunis
Pain aux céréales complètes,3,Boulangerie,2.500,,,,,Carrefour,Tunis
Pain aux figues,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Baguette fine,3,Boulangerie,1.300,,,,,Carrefour,Tunis
Pain au sésame,3,Boulangerie,2.100,,,,,Carrefour,Tunis
Croissant beurre,3,Boulangerie,1.800,,,,,Carrefour,Tunis
Pain multicéréales,3,Boulangerie,2.450,,,,,Carrefour,Tunis
Pain au levain,3,Boulangerie,2.600,,,,,Carrefour,Tunis
Baguette rustique,3,Boulangerie,1.550,,,,,Carrefour,Tunis
Pain aux graines de courge,3,Boulangerie,2.700,,,,,Carrefour,Tunis
Pain burger nature,3,Boulangerie,2.400,,,,,Carrefour,Tunis
Pain viennois aux raisins,3,Boulangerie,2.050,,,,,Carrefour,Tunis
Pain brioché au chocolat,3,Boulangerie,2.900,,,,,Carrefour,Tunis
Pain au chocolat grand format,3,Boulangerie,2.200,,,,,Carrefour,Tunis
Pain aux herbes,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Pain hamburger nature,3,Boulangerie,2.500,,,,,Carrefour,Tunis
Baguette au blé complet,3,Boulangerie,1.400,,,,,Carrefour,Tunis
Pain campagnard aux noix,3,Boulangerie,2.800,,,,,Carrefour,Tunis
Pain intégral aux raisins,3,Boulangerie,2.550,,,,,Carrefour,Tunis
Croissant au chocolat,3,Boulangerie,1.950,,,,,Carrefour,Tunis
Pain sandwich complet,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Pain aux céréales et graines,3,Boulangerie,2.650,,,,,Carrefour,Tunis
Pain aux olives,3,Boulangerie,2.200,,,,,Carrefour,Tunis
Baguette tradition,3,Boulangerie,1.350,,,,,Carrefour,Tunis
Pain au maïs,3,Boulangerie,2.100,,,,,Carrefour,Tunis
Croissant aux amandes,3,Boulangerie,2.000,,,,,Carrefour,Tunis
Pain de seigle,3,Boulangerie,2.500,,,,,Carrefour,Tunis
Pain nordique,3,Boulangerie,2.700,,,,,Carrefour,Tunis
Baguette aux graines,3,Boulangerie,1.600,,,,,Carrefour,Tunis
Pain au lin,3,Boulangerie,2.650,,,,,Carrefour,Tunis
Pain burger complet,3,Boulangerie,2.450,,,,,Carrefour,Tunis
Pain viennois nature,3,Boulangerie,2.050,,,,,Carrefour,Tunis
Pain brioché nature,3,Boulangerie,2.900,,,,,Carrefour,Tunis
Pain au chocolat mini,3,Boulangerie,2.150,,,,,Carrefour,Tunis
Pain aux herbes de Provence,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Pain hamburger complet,3,Boulangerie,2.550,,,,,Carrefour,Tunis
Baguette aux céréales,3,Boulangerie,1.450,,,,,Carrefour,Tunis
Pain campagnard,3,Boulangerie,2.800,,,,,Carrefour,Tunis
Pain complet aux noix,3,Boulangerie,2.600,,,,,Carrefour,Tunis
Croissant nature,3,Boulangerie,1.950,,,,,Carrefour,Tunis
Pain sandwich multicéréales,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Pain aux graines de tournesol,3,Boulangerie,2.700,,,,,Carrefour,Tunis
Pain aux raisins,3,Boulangerie,2.150,,,,,Carrefour,Tunis
Pain au sésame,3,Boulangerie,2.300,,,,,Carrefour,Tunis
Baguette parisienne,3,Boulangerie,1.500,,,,,Carrefour,Tunis
Pain au chocolat noir,3,Boulangerie,2.400,,,,,Carrefour,Tunis
Pain au fromage,3,Boulangerie,2.700,,,,,Carrefour,Tunis
Pain aux olives et romarin,3,Boulangerie,2.650,,,,,Carrefour,Tunis
Pain complet aux figues,3,Boulangerie,2.900,,,,,Carrefour,Tunis
Brioche à la vanille,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Pain aux graines de lin,3,Boulangerie,2.600,,,,,Carrefour,Tunis
Pain hamburger petit,3,Boulangerie,2.500,,,,,Carrefour,Tunis
Pain aux noix et raisins,3,Boulangerie,2.950,,,,,Carrefour,Tunis
Croissant au beurre,3,Boulangerie,2.200,,,,,Carrefour,Tunis
Pain viennois au chocolat,3,Boulangerie,2.400,,,,,Carrefour,Tunis
Pain de campagne complet,3,Boulangerie,2.800,,,,,Carrefour,Tunis
Pain à l’ancienne,3,Boulangerie,2.750,,,,,Carrefour,Tunis
Baguette complète,3,Boulangerie,1.700,,,,,Carrefour,Tunis
Pain sandwich complet,3,Boulangerie,2.350,,,,,Carrefour,Tunis
Pain brioché au chocolat,3,Boulangerie,2.900,,,,,Carrefour,Tunis
Pain aux graines diverses,3,Boulangerie,2.650,,,,,Carrefour,Tunis
Filet de poulet,4,Viandes et Poissons,18.50,,,,,Carrefour,Tunis
Cuisse de poulet,4,Viandes et Poissons,12.00,,,,,Carrefour,Tunis
Escalope de dinde,4,Viandes et Poissons,20.00,,,,,Carrefour,Tunis
Aiguillettes de poulet,4,Viandes et Poissons,22.00,,,,,Carrefour,Tunis
Haché de boeuf,4,Viandes et Poissons,25.50,,,,,Carrefour,Tunis
Steak de boeuf,4,Viandes et Poissons,30.00,,,,,Carrefour,Tunis
Brochettes de boeuf,4,Viandes et Poissons,28.50,,,,,Carrefour,Tunis
Côtelettes d’agneau,4,Viandes et Poissons,35.00,,,,,Carrefour,Tunis
Gigot d’agneau,4,Viandes et Poissons,40.00,,,,,Carrefour,Tunis
Saucisses de poulet,4,Viandes et Poissons,15.00,,,,,Carrefour,Tunis
Filet de poisson blanc,4,Viandes et Poissons,27.00,,,,,Carrefour,Tunis
Dos de saumon,4,Viandes et Poissons,45.00,,,,,Carrefour,Tunis
Filet de cabillaud,4,Viandes et Poissons,38.00,,,,,Carrefour,Tunis
Crevettes décortiquées,4,Viandes et Poissons,50.00,,,,,Carrefour,Tunis
Moules fraîches,4,Viandes et Poissons,20.00,,,,,Carrefour,Tunis
Calamars,4,Viandes et Poissons,28.00,,,,,Carrefour,Tunis
Filet de thon,4,Viandes et Poissons,42.00,,,,,Carrefour,Tunis
Tranches de saumon fumé,4,Viandes et Poissons,55.00,,,,,Carrefour,Tunis
Rôti de veau,4,Viandes et Poissons,48.00,,,,,Carrefour,Tunis
Foie de volaille,4,Viandes et Poissons,16.00,,,,,Carrefour,Tunis
Pilons de poulet,4,Viandes et Poissons,14.00,,,,,Carrefour,Tunis
Blanc de poulet,4,Viandes et Poissons,19.50,,,,,Carrefour,Tunis
Filet de dinde,4,Viandes et Poissons,21.00,,,,,Carrefour,Tunis
Cuisse de dinde,4,Viandes et Poissons,18.00,,,,,Carrefour,Tunis
Haché de veau,4,Viandes et Poissons,26.50,,,,,Carrefour,Tunis
Steak haché de boeuf,4,Viandes et Poissons,32.00,,,,,Carrefour,Tunis
Brochettes d’agneau marinées,4,Viandes et Poissons,37.00,,,,,Carrefour,Tunis
Côtelettes de porc,4,Viandes et Poissons,30.00,,,,,Carrefour,Tunis
Rôti de porc,4,Viandes et Poissons,42.00,,,,,Carrefour,Tunis
Saucisses de porc,4,Viandes et Poissons,18.00,,,,,Carrefour,Tunis
Filet de merlan,4,Viandes et Poissons,29.00,,,,,Carrefour,Tunis
Filet de dorade,4,Viandes et Poissons,35.00,,,,,Carrefour,Tunis
Crevettes crues,4,Viandes et Poissons,48.00,,,,,Carrefour,Tunis
Calamars frais,4,Viandes et Poissons,30.00,,,,,Carrefour,Tunis
Moules surgelées,4,Viandes et Poissons,22.00,,,,,Carrefour,Tunis
Saumon entier,4,Viandes et Poissons,50.00,,,,,Carrefour,Tunis
Truite entière,4,Viandes et Poissons,38.00,,,,,Carrefour,Tunis
Thon frais,4,Viandes et Poissons,46.00,,,,,Carrefour,Tunis
Foie de veau,4,Viandes et Poissons,25.00,,,,,Carrefour,Tunis
Boulettes de boeuf,4,Viandes et Poissons,24.00,,,,,Carrefour,Tunis
Gigot d'agneau,4,Viandes et Poissons,40.0,,,,,Carrefour,Tunis
Filet mignon de porc,4,Viandes et Poissons,28.0,,,,,Carrefour,Tunis
Brochettes de poulet,4,Viandes et Poissons,16.0,,,,,Carrefour,Tunis
Brochettes d'agneau,4,Viandes et Poissons,22.0,,,,,Carrefour,Tunis
Filet de merlan,4,Viandes et Poissons,18.0,,,,,Carrefour,Tunis
Dorade royale,4,Viandes et Poissons,26.0,,,,,Carrefour,Tunis
Crevettes grises,4,Viandes et Poissons,42.0,,,,,Carrefour,Tunis
Calamar entier,4,Viandes et Poissons,20.0,,,,,Carrefour,Tunis
Moules fraîches,4,Viandes et Poissons,14.0,,,,,Carrefour,Tunis
Filet de poulet mariné,4,Viandes et Poissons,17.0,,,,,Carrefour,Tunis
Steak de boeuf,4,Viandes et Poissons,19.0,,,,,Carrefour,Tunis
Filet de dinde,4,Viandes et Poissons,18.0,,,,,Carrefour,Tunis
Saucisses de veau,4,Viandes et Poissons,20.0,,,,,Carrefour,Tunis
Côtelettes d'agneau marinées,4,Viandes et Poissons,24.0,,,,,Carrefour,Tunis
Filet de poisson mariné,4,Viandes et Poissons,22.0,,,,,Carrefour,Tunis
Saumon entier,4,Viandes et Poissons,38.0,,,,,Carrefour,Tunis
Foie gras de canard,4,Viandes et Poissons,45.0,,,,,Carrefour,Tunis
Pavé de saumon,4,Viandes et Poissons,36.0,,,,,Carrefour,Tunis
Pavé de thon,4,Viandes et Poissons,32.0,,,,,Carrefour,Tunis
Merguez fraîches,4,Viandes et Poissons,14.0,,,,,Carrefour,Tunis
Filet de poulet,4,Viandes et Poissons,15.5,,,,,Carrefour,Tunis
Côtelettes d'agneau,4,Viandes et Poissons,22.0,,,,,Carrefour,Tunis
Escalope de dinde,4,Viandes et Poissons,18.5,,,,,Carrefour,Tunis
Poitrine de poulet,4,Viandes et Poissons,16.0,,,,,Carrefour,Tunis
Ailes de poulet,4,Viandes et Poissons,12.5,,,,,Carrefour,Tunis
Steak haché,4,Viandes et Poissons,14.0,,,,,Carrefour,Tunis
Boeuf à rôtir,4,Viandes et Poissons,25.0,,,,,Carrefour,Tunis
Foie de veau,4,Viandes et Poissons,19.0,,,,,Carrefour,Tunis
Saucisses de poulet,4,Viandes et Poissons,11.5,,,,,Carrefour,Tunis
Filet de poisson blanc,4,Viandes et Poissons,20.0,,,,,Carrefour,Tunis
Saumon frais,4,Viandes et Poissons,35.0,,,,,Carrefour,Tunis
Thon frais,4,Viandes et Poissons,28.0,,,,,Carrefour,Tunis
Crevettes,4,Viandes et Poissons,40.0,,,,,Carrefour,Tunis
Moules,4,Viandes et Poissons,15.0,,,,,Carrefour,Tunis
Calamar,4,Viandes et Poissons,22.0,,,,,Carrefour,Tunis
Cabillaud,4,Viandes et Poissons,30.0,,,,,Carrefour,Tunis
Truite,4,Viandes et Poissons,26.0,,,,,Carrefour,Tunis
Dorade,4,Viandes et Poissons,24.0,,,,,Carrefour,Tunis
Saumon fumé,4,Viandes et Poissons,38.0,,,,,Carrefour,Tunis
Filet de porc,4,Viandes et Poissons,18.0,,,,,Carrefour,Tunis
Escalope de poulet,4,Viandes et Poissons,14.500,,,,,Carrefour,Sfax
Escalope de poulet marinée,4,Viandes et Poissons,15.900,,,,,Carrefour,Sfax
Escalope de dinde,4,Viandes et Poissons,13.800,,,,,Carrefour,Sfax
Escalope de dinde marinée,4,Viandes et Poissons,14.900,,,,,Carrefour,Sfax
Viande hachée de bœuf,4,Viandes et Poissons,18.500,,,,,Carrefour,Sfax
Viande hachée de veau,4,Viandes et Poissons,19.800,,,,,Carrefour,Sfax
Steak de bœuf,4,Viandes et Poissons,22.500,,,,,Carrefour,Sfax
Steak de veau,4,Viandes et Poissons,24.000,,,,,Carrefour,Sfax
Côtelettes d’agneau,4,Viandes et Poissons,29.900,,,,,Carrefour,Sfax
Gigot d’agneau,4,Viandes et Poissons,27.500,,,,,Carrefour,Sfax
Épaule d’agneau,4,Viandes et Poissons,25.800,,,,,Carrefour,Sfax
Foie de veau,4,Viandes et Poissons,21.900,,,,,Carrefour,Sfax
Foie de poulet,4,Viandes et Poissons,9.800,,,,,Carrefour,Sfax
Blanc de poulet,4,Viandes et Poissons,13.900,,,,,Carrefour,Sfax
Poulet entier,4,Viandes et Poissons,8.500,,,,,Carrefour,Sfax
Poulet fermier,4,Viandes et Poissons,11.200,,,,,Carrefour,Sfax
Cuisse de poulet,4,Viandes et Poissons,9.900,,,,,Carrefour,Sfax
Ailes de poulet,4,Viandes et Poissons,8.700,,,,,Carrefour,Sfax
Filet de poulet,4,Viandes et Poissons,15.200,,,,,Carrefour,Sfax
Brochettes de poulet,4,Viandes et Poissons,16.500,,,,,Carrefour,Sfax
Brochettes de dinde,4,Viandes et Poissons,15.900,,,,,Carrefour,Sfax
Brochettes de bœuf,4,Viandes et Poissons,23.500,,,,,Carrefour,Sfax
Merguez,4,Viandes et Poissons,17.800,,,,,Carrefour,Sfax
Saucisse de dinde,4,Viandes et Poissons,14.200,,,,,Carrefour,Sfax
Saucisse de poulet,4,Viandes et Poissons,13.900,,,,,Carrefour,Sfax
Saucisse de bœuf,4,Viandes et Poissons,18.900,,,,,Carrefour,Sfax
Kefta de bœuf,4,Viandes et Poissons,19.500,,,,,Carrefour,Sfax
Kefta de dinde,4,Viandes et Poissons,14.800,,,,,Carrefour,Sfax
Hamburger de bœuf,4,Viandes et Poissons,18.200,,,,,Carrefour,Sfax
Hamburger de dinde,4,Viandes et Poissons,13.900,,,,,Carrefour,Sfax
Steak haché,4,Viandes et Poissons,17.900,,,,,Carrefour,Sfax
Cordon bleu,4,Viandes et Poissons,12.500,,,,,Carrefour,Sfax
Nuggets de poulet,4,Viandes et Poissons,11.800,,,,,Carrefour,Sfax
